متى بدأ العمل بنظام البراءات ؟,لقد تم تطوير هذا النظام خلال عدة قرون. نجد براءات يرجع تاريخها إلى حوالى العام 1700. لقد تطور النظام في السنوات الماضية ونحن الآن نملك نظاماً حديثاً جداً ولا نزال نعمل على تطوير النظام العالمي وتحديثه ومواءمته مع التغيرات التكنولوجي والتطور الاقتصادي.
,
ما ھي أنواع الاختراعات التي يمكن حمايتھا بواسطة البراءة؟,توفر الاتفاقات الدولية الحماية بواسطة البراءات لكل الاختراعات (المنتجات والعمليات) التي يتم تطويرها في كل المجالات التقنية. فالتركيبة الكيمائية يمكن أن تحصل على البراءة وكذلك الآلات وعمليات تطوير أو تحسين أو صنع الأشياء.
ما ھي الميزات التي يجب أن تتوفر في الاختراع حتى يكون قابلاً للحصول على البراءة ؟,"هناك عدة ميزات يبحث عنها مكتب البراءات ليعتبر الاختراع قابلاً للحصول على البراءة. في البدء، لا بد من إيداع طلب البراءة . في معظم الحالات يقوم خبير فني بفحص هذا الطلب للتأكد من أنه مستوف للمعايير الموضوعية المطلوبة لاستصدار البراءة. أول هذه المعايير هي أن يكون الاختراع جديداً، بمعنى أنه يجب ألا يكون قد تم صنعه أو تنفيذه أو استخدامه من قبل. المعيار الثاني هو ضرورة وجود نشاط ابتكاري، بمعنى أن الاختراع يجب أن يمثل تقدماً كافياً في حالة التقنية الصناعية السابقة حتى يعتبر مستحقاً للبراءة. المعيار الثالث هو أن الاختراع يجب أن يكون قابلاً للتطبيق الصناعي، أي للاستخدام بطريقة ما."
ما هي الاستثناءات المتعلقة بأنواع الأشياء التي لا يشملها نظام البراءات؟,"الأشياء الموجودة في الطبيعة التي تكتشف ولا تخترع. فلا يمكن منح البراءة مثلاً لشخص اكتشف كوكباً جديدًا. الآلات التي تتحدى قوانين الطبيعة مثل آلة الحركة المستمرة. النظريات العلمية والقواعد الحسابية. المخططات، والقواعد والأساليب ولا سيما الأساليب التجارية وتلك التي تتعلق بالنشاط العقلي والألعاب. طرق التشخيص والعلاج والجراحة اللازمة لمعالجة البشر والحيوانات. (المنتجات المستخدمة في التشخيص يمكن أن تحصل على البراءة ). النباتات والحيوانات، خلاف الأحياء الدقيقة، والطرق البيولوجية أساساً لإنتاج النباتات والحيوانات، خلاف الأساليب والطرق غير البيولوجية والبيولوجية الدقيقة."
ما هي فوائد البراءة طالما أنها تؤدي إلى الكشف عن الاختراع ؟,الإجابة العامة هي أنه خلال مدة الحماية يحق لمالك البراءة منع الآخرين من صنع أو استخدام أو بيع أو استيارد الاختراع المحمي بموجب هذه البراءة . ولكن يحق له أن يتنازل عن حقوقه (يبيعها) للغير أو أن ينشئ عقود ترخيص تسمح للغير باستغلال اختراعه.
ھل يمكنك أن تلخص ما ھي فوائد الحصول على البراءة؟,تقنيًا وبصورة خاصة جدًا تكمن فوائد البراءة في كونها تعطي لصاحبها الحق بمنع الآخرين من صنع أو استخدام أو بيع أو استيراد الاختراع في الإقليم الذي تغطيه. وهذا لا يعطي بالضرورة المخترع أو صاحب البراءة الحق في استخدام الاختراع إذا اتضح مثلاً أن هذا الاستخدام غير قانوني (كما هي الحال بالنسبة إلى استخدام آلة القمار مثلاً) ولكنه يعطيه الحق في منع الآخرين من تسويق الاختراع والاستفادة منه خلال فترة زمنية محددة.
كم مدة حماية البراءة؟,مدة الحماية هي على الأقل 20 عاما منذ تاريخ ايداع طلب البراءة
هل تنطبق مدة الحماية لـ 20 عاماً على كل بلدان العالم؟,"نعم، إن مدة الحماية وبموجب اتفاقية دولية هي على الأقل 20 عاماً منذ تاريخ إيداع طلب البراءة ."
من يتمتع بحق منع الآخرين من تنفيذ أو استخدام أو بيع أو استيراد اختراع ما؟,يتمتع صاحب البراءة بحق منع الآخرين من تنفيذ الاختراع موضوع البراءة أو استخدامه أو بيعه أو استيراده. ويمكنه منع تسويق الاختراع وبيعه ولكن هذا الحق لا يطبق إلا في البلدان التي منحت البراءة.
ھل بالإمكان الحصول على براءة عالمية؟,"لا، لا يمكن ذلك في ظل نظام البراءات العالمي الحالي حيث لا توجد براءة واحدة تغطي كل بلدان العالم أو حتى عددا كبيرًا من البلدان في العالم. فنظام البراءات لا يزال نظاماً إقليميا؛ ولحماية اختراع ما في بلد معين ينبغي الحصول على براءة في هذا البلد. لكن يوجد اتفاق دولي تديره الويبو ويسمى معاهدة التعاون بشأن البراءات وهو يتناول إجراءات الإيداع والبحث والنشر والفحص للطلبات الدولية. وهذه المعاهدة تسهل الحصول على البراءات في الدول المتعاقدة إذ تنص على إيداع طلب دولي واحد ومتابعته في المكاتب الوطنية أو الإقليمية المختلفة للدول الأعضاء المعينة التي يعود لها وحدها وفق أحكام هذه المعاهدة أن تمنح البراءات."
هل تدفع الرسم السنوي في كل بلد تريد أن يسري فيه مفعول البراءة؟,"هذا صحيح. إذا كنت تملك براءات في عشر دول، عليك أن تدفع رسوم الحفاظ عليها في كل بلد من هذه البلدان العشرة، وٕإذا تخلفت عن الدفع في أحد هذه البلدان فسوف يسقط حقك بالحماية التي توفرها البراءة ."
"ھل توجد طرق أخرى لحماية الاختراع، إذا كنت، لسبب أو لآخر، لا ترغب بالحصول على البراءة؟","إن البراءة هي أكثر الطرق فعالية لحماية الاختراع ولكن وكما ذكرت سابقا يتم منح البراءات مقابل قيام المخترع بالكشف الكامل عن الاختراع للجمهور. توجد طريقة أخرى فعالة للحصول على الحماية هي الاحتفاظ بسرية التقنية المستعملة من خلال اللجوء إلى ما يعرف بالأسرار التجارية التي يمكن بفضلها الاحتفاظ بسرية المعلومات التي تخص الاختراع. ولكن المشكلة في هذا النوع من الحماية أنه حالما يتم طرح المنتج في السوق يمكن تفكيكه وفحصه وتحليله واكتشاف السر وهذا يؤدي بالطبع إلى فقدان الحماية. أما في حالة البراءة ، فلا يهم أن يعرف الآخرون كيف يصنع المنتج من البراءة ، لأنه في الحقيقة يكفي قراءة طلب البراءة وبالتالي لا يهم أن تكون المعلومات مكشوفا عنها أو لا، لأنك عندما تحصل على البراءة فسوف تتمتع بالحماية. أما الحماية بواسطة الأسرار التجارية فهي متاحة دائمًا ويمكن أن تكون نافعة جدًا في مجال الدراية العملية، أي الخبرة التقنية الضرورية لاستخدام تقنية ما بأكبر فعالية."
"ھل توجد طرق أخرى لحماية الاختراع، إذا كنت لا ترغب بالحصول على البراءة؟",
ما هي براءات الاختراع؟,البراءة حق استئثاري يمنح نظير اختراع يكون منتجاً أو عملية تتيح طريقة جديدة لإنجاز عمل ما أو تقدم حلا تقنيا جديدا لمشكلة ما.
كيف تحمي اختراعاتك؟,أكثر الطرق شيوعًا وأكثرها فعالية لحماية الاختراع هي من خلال الحصول على براءة. والبراءة تمنح من قبل مكتب البراءات في البلد المطلوب حماية الاختراع فيه. ومقابل حصوله على الحقوق الاستئثارية يلتزم المخترع بالكشف عن المعلومات المتعلقة بالاختراع للجمهور.
ما هي شروط حماية الاختراع؟,"• يجب أن يكون جديدًا بحيـث يبـين بعـض الخصـائص الجديـدة غيـر المعروفـة فـي مجموعـة المعــارف المتـــوافرة فـــي مجالــه التقنـــي. ويطلــق علـــى مجموعــة المعـــارف تلـــك اســم (حالـــة التقنيـــة الصـــناعية السابقة )  . 
• ويجـب أن يبـين الاختـراع نشـاطا ابتكاريـاً لا يمكـن لأي شـخص لـه معرفـة متوسـطة فـي المجـال التقنـي استنتاجه. 
• فلا بد أن تكون له فائدة عملية وأن يكون قابلاً للتطبيق الصناعي. 
• وفي الأخير، يجب أن يكون الموضوع (أهلا للبراءة ) بموجـب القـانون. 
"
هل يمكن حماية الاختراع مع الحفاظ على أسراره التقنية؟,"نعم، تسمح الحماية بموجب الأسرار التجارية بالمحافظة على الطبيعة السرية للمعلومات وعلى عدم الكشف عن هذه 
المعلومات لأشخاص غير مصرح لهم."
كيف تمنح البراءة؟,"تشمل المرحلة الأولى من إجراءات الحصول على براءة إيداع طلب براءة. ويتضمن الطلب اسم الاختراع وبيانا بمجاله التقني عامة. ومن الضروري أن يشمل الطلب خلفية الاختراع ووصفا له بلغة واضحة 
وتفاصيل كافية لأي شخص له معرفة متوسطة في المجال كي يستعمل الاختراع أو ينفذه. وتكون تلك الأوصاف عادة مرفقة بمواد مرئية مثل الر سوم أو التصاميم أو الرسوم البيانية لوصف الاختراع بشكل أفضل. ويشمل الطلب عدة ""مطالب"" أيضا، أي المعلومات التي تحدد نطاق الحماية الممنوحة بموجب البراءة."
أين يجـري إنفـاذ الحقـوق فـي البـراءة؟,عـادة أمـام المحـاكم التـي لهـا صـلاحية وقـف التعـدي علـى البـراءات فـي معظم الأنظمة.
ما هي حقوق مالك البراءة؟,"لمالك البراءة الحق في تقرير من الـذي يجـوز لـه أو لا يجـوز لـه الانتفـاع بالاختراع المشمول بالبراءة خلال مدة حماية الاختراع. ويجوز لمالك البـراءة التصريح للغيـر أو التـرخيص له بالانتفاع بالاختراع وفقا لشروط متفق عليها.
ويجـوز لمالـك البـراءة أيضـا بيـع حقـه فـي الاختـراع لشـخص آخـر يصـبح بـذلك مالـك البـراءة الجديـد. وعنـد انقضاء مدة البـراءة، تنتهـي الحمايـة ويـؤول الاختـراع إلـى الملـك العـام. وهـذا يعنـي أن مالـك البـراءة لـم يعـد يتمتع بالحقوق الاستئثارية في الاختراع الذي يصبح في متناول الغير لاستغلاله في التجارة."
ما هو الغرض من حماية الاختراعات بموجب البراءات؟,للبراءات دور حافز للأفراد بالاعتراف بإبداعهم ومكافأتهم ماليا لاختراعاتهم التي يمكن تسويقها. وتشجع تلك الحوافز على الابتكار الذي يضمن تحسن نوعية الحياة البشرية باستمرار.
ﻣﺎ ﻫﻲ اﻟﻣﻠﻛﻳﺔ اﻟﻔﻛرﻳﺔ ؟,"تعني الملكية أن ﻟﻠﻣﺎﻟك اﻟﺣرﻳﺔ اﻟﻣطﻠﻘﺔ ﻓﻲ اﺳﺗﻌﻣﺎﻝ ﻣﻠﻛﻳﺗﻪ أو ﻓﻲ ﻣﻧﻊ اﻵﺧرﻳن ﻣن اﺳﺗﻌﻣﺎﻟﻬﺎ وذﻟك ﻓﻲ ﻧطﺎق ﻣﺎ ﻳﺳﻣﺢ ﺑﻪ اﻟﻘﺎﻧون. وﻳﻘﺗﺻر اﺳﺗﻌﻣﺎﻝ ﻣﺻطﻠﺢ ""اﻟﻣﻠﻛﻳﺔ اﻟﻔﻛرﻳﺔ"" ﻓﻲ أﻳﺎﻣﻧﺎ اﻟﺣﺎﺿرة ﻋﻠﻰ أﻧواع اﻟﻣﻠﻛﻳﺔ اﻟﺗﻲ ﻳﺑدﻋﻬﺎ اﻟﻔﻛر اﻹﻧﺳﺎﻧﻲ."
ما هي الحقوق المتعلقة بالملكية الفكرية؟,ﺑﺣﺳب اﻟﻔﻘرة اﻟﺛﺎﻣﻧﺔ ﻣن اﻟﻣﺎدة اﻟﺛﺎﻧﻳﺔ ﻣن اﺗﻔﺎﻗﻳﺔ إﻧﺷﺎء اﻟﻣﻧظﻣﺔ اﻟﻌﺎﻟﻣﻳﺔ ﻟﻠﻣﻠﻛﻳﺔ اﻟﻔﻛرﻳﺔ فتشمل هذه الحقوق ﻣﺎ ﻳﻠﻲ: - اﻟﻣﺻﻧﻔﺎت اﻷدﺑﻳﺔ واﻟﻔﻧﻳﺔ واﻟﻌﻠﻣﻳﺔ. - إﻧﺟﺎزت اﻟﻔﻧﺎﻧﻳن اﻟﻘﺎﺋﻣﻳن ﺑﺎﻷداء واﻟﻔوﻧوﻏراﻣﺎت واﻟﺗﻠﻔزﻳون. - اﻻﺧﺗراﻋﺎت ﻓﻲ ﺟﻣﻳﻊ ﻣﺟﺎﻻت اﻻﺟﺗﻬﺎد الإنساني. - الاكتشافات اﻟﻌﻠﻣﻳﺔ. - اﻟﺗﺻﺎﻣﻳم اﻟﺻﻧﺎﻋﻳﺔ. - العلامات اﻟﺗﺟﺎرﻳﺔ وعلامات الخدمة والأسماء والسمات التجارية. - الحماية من المنافسة غير المشروعة. وجميع الحقوق الأخرى الناتجة عن النشاط الفكري في المجالات الصناعية والعلمية والأدبية والفنية.
أي مجال من مجالات الملكية هو المجال المناسب لحماية ما يلي: تود إحدى الشركات أن تضمن عدم استخدام أية جهة أخرى لشعار الشركة؟,العلامات التجارية.
أي مجال من مجالات الملكية هو المجال المناسب لحماية ما يلي: تود إحدى المغنيات التنازل عن حق إنتاج تسجيل فيديو لحفل غنائي خاص بها؟,الحقوق المجاورة لحق المؤلف.
أي مجال من مجالات الملكية هو المجال المناسب لحماية ما يلي: طريقة جديدة لمعالجة اللبن صناعياً بحيث لا تحتوي الأجبان المصنوعة منه على دسم؟,براءات الاختراع.
أي مجال من مجالات الملكية هو المجال المناسب لحماية ما يلي: قررت إحدى الشركات اعتماد شكل جديد للتعبئة يتمتع بمظهر مميز وتود أن تضمن أنها الجهة الوحيدة التي تنفرد باستخدام هذا الشكل؟,التصاميم الصناعية.
أي مجال من مجالات الملكية هو المجال المناسب لحماية ما يلي: قررت إحدى الشركات استخدام شعار يشبه من حيث الشكل شعار شركة منافسة ولكن له لونا مختلفا؟,المنافسة غير المشروعة.
لماذا الاهتمام بحقوق الملكية الفكرية ؟,"السبب الأول للاهتمام بحماية الملكية الفكرية هو الرغبة في تأمين العدالة التي تسمح لأي شخص بذل جهدًا ووقتا في ابتكار عمل ما بأن ينتفع ماديًا من عمله هذا. والسبب الثاني هو أن الحماية الممنوحة للملكية الفكرية تشجع المبدعين كثيرًا على القيام بمزيد من الابتكارات، نظرًا للمردود المادي لأعمالهم هذه فتنمو بذلك وتزدهر الصناعات والشركات القائمة على تلك الابتكارات."
"أي مجال من مجالات الملكية هو المجال المناسب لحماية المصنفات الأدبية والفنية والعلمية؟ 

","حماية هذا النوع من الملكية ترعاه قوانين حق المؤلف. 
"
"أي مجال من مجالات الملكية هو المجال المناسب لحماية الكتب؟ 
","حماية هذا النوع من الملكية ترعاه قوانين حق المؤلف. 
"
"أي مجال من مجالات الملكية هو المجال المناسب لحماية الأداء والبث الإذاعي والتلفزيوني؟ 
","حماية هذا النوع من الملكية ترعاه قوانين الحقوق المجاورة لحق المؤلف. 
"
أي مجال من مجالات الملكية هو المجال المناسب لحماية الحفلات الموسيقية؟,"حماية هذا النوع من الملكية ترعاه قوانين الحقوق المجاورة لحق المؤلف. 
"
"أي مجال من مجالات الملكية هو المجال المناسب لحماية الاختراعات؟ 
","حماية الاختراعات تتم بواسطة قوانين البراءات. 
"
"أي مجال من مجالات الملكية هو المجال المناسب لحماية التصاميم الصناعية؟ 
","حماية التصاميم الصناعية تتم بواسطة التشريعات الخاصة بها أو من خلال قوانين الملكية الصناعية أو من خلال قانون حق المؤلف. 
"
"ما الأسباب التي تدفع الدول لسن تشريعات وطنية وللتوقيع على اتفاقيات إقليمية أو دولية في مجال حقوق الملكية الفكرية؟ 
","تشجيع الإبداع الفكري من خلال توفير الحماية له؛ الاعتراف الرسمي بالمبدعين؛ خلق بنوك للمعلومات تتضمن معلومات حيوية؛ تسهيل نمو الصناعة والثقافة المحلية والتجارة الدولية من خلال المعاهدات التي تقدم الحماية المتعددة الأطراف.
"
ما هي المواقع الجيدة لمصادر معلومات الملكية الفكرية؟,للتعمق في هذا الموضوع وللمزيد من المراجع يمكن زيارة الموقعين التالين https://www.wipo.int/about-ip/en والموقع http://www.wipo.int/ar/treaties/index.html
ما هي إجراءات إنفاذ حقوق الملكية الفكرية؟,"ينص اتفاق تريبس ومعه القوانين الوطنية على مجموعة من آليات الإنفاذ الفعالة هي: • التدابير المؤقتة، كالبحث ومصادرة السلع التي يشتبه في أنها متعدية والمعدات المستخدمة في صنع هذه السلع. • الإجراءات المدنية كدفع التعويضات المالية وإتلاف السلع المتعدية. • الأوامر القضائية لكف التعدي الحاصل أو لتفادي حصوله. • الإجراءات الجنائية كالحبس والغرامة، • التدابير الحدودية لوقف الإفراج عن السلع المستوردة التي يظن أنها منتحلة ومنع تداولها."
ماذا أفعل إذا اكتشفت وجود تعدٍ على حقوق الملكية الفكرية الخاصة بي؟,"في حال اكتشفت أنه تم التعدي على حقوق الملكية الفكرية الخاصة بك، ننصحك باللجوء إلى محامي أو مؤسسة مختصة بإنفاذ الحقوق في بلدك."
كيف يحمي أصحاب المعارف التقليدية مصالحهم داخل نظام الملكية الفكرية؟,"يسعى العديد من أصحاب المعارف التقليدية إلى إدراج المعارف التقليدية وأشكال التعبير الثقافي في إطار من التنمية الاقتصادية والاجتماعية المستدامة، من خلال اللجوء إلى مختلف تهج الملكية الفكرية، بما في ذلك قوانين البراءات والعلامات التجارية وحق المؤلف. ويستعين أصحاب المعارف التقليدية كذلك بما يسمى بالقوانين الخاصة أو المصاغة خصيصا لحماية المعارف التقليدية، أو أشكال التعبير التقليدي الثقافي، أو الفلكلور، حيث وجدت."
ما هي الموارد الوراثية المرتبطة بالملكية الفكرية؟,"الموارد الوراثية ذات القيمة الفعلية أو المحتملة، بما فيها عناصر التنوع البيولوجي في وضعها الطبيعي، والأصناف والسلالات الحديثة أو التقليدية المستخدمة في الزراعة، والأصول الوراثية الخاصة"
لماذا ترتبط مسألة الموارد الوراثية بالملكية الفكرية؟,"يمكن أن تساهم الموارد الوراثية مساهمة مهمة في البحث والتطوير الابتكار منتجات جديدة، وذلك في عدد متزايد من القطاعات التكنولوجية والصناعية. ومن المسائل البالغة الأهمية في هذا الصدد، شروط النفاذ إلى الموارد الوراثية، والتزام موفري الموارد الوراثية بمبدأ الموافقة المسبقة والمستنيرة، وما يترتب على ذلك من تدابير لاقتسام المنافع التي يثرها استخدام الموارد الوراثية وتنميتها."
كيف ترتبط مسألة الموارد الوراثية بالملكية الفكرية؟,"أتاحت القوانين الدولية وعدد من القوانين واللوائح الإقليمية والوطنية ودون الوطنية، وضع إطار التطبيق مبدأ الموافقة المسبقة والمستنيرة للنفاذ إلى الموارد الوراثية، وتحديد شروط هذا النفاذ، لا سيما ضمان استخدام هذه الموارد استخدامة مستدامة واقتسام منافعه بإنصاف. وتشمل العناصر الرئيسية من القانون الدولي، اتفاقية التنوع البيولوجي والمعاهدة الدولية بشأن الموارد الوراثية النباتية للأغذية والزراعة التابعة لمنظمة الأغذية والزراعة. وفي إطار الاتفاقات المبرمة بشأن النفاذ إلى الموارد الوراثية واقتسام المنافع والنظم القانونية التي تتيح هذا النفاذ، تكتسي التدابير الخاصة المتصلة بإدارة الملكية الفكرية أهمية بالغة لأنها تضمن مراعاة هذه الاتفاقات لضرورة أن يعود النفاذ إلى الموارد الوراثية بمنافع محددة، وتكفل الاقتسام المنصف لهذه المنافع والاحترام التام لمصالح ومشاغل موفري هذه الموارد."
لماذا حماية الأصناف النباتية الجديدة؟,يهدف نظام حماية الأصناف النباتية الجديدة إلى تشجيع تطوير أصناف جديدة من النباتات لصالح المجتمع. ويقتضي استولاد أصناف نباتية جديدة استثمارا هائلا من حيث المهارات واليد العاملة والموارد المادية والمال والوقت. ومنح مستولدي النباتات حقوقة استئثارية يعتبر حافزا لتطوير الزراعة والبستنة والحراجة.
كيف يمكن حماية الأصناف النباتية الجديدة؟,إن الاتفاقية الدولية لحماية الأصناف النباتية الجديدة (اتفاقية الأويوف) تمنح مستولدي النباتات حق الملكية الفكرية على إنجازاتهم وذلك على أساس مجموعة واضحة من المبادئ. أما الدول الأعضاء في منظمة التجارة العالمية فهي ملزمة بموجب اتفاق تريبس بحماية الأصناف النباتية الجديدة بواسطة نظام البراءات أو بواسطة تشريع خاص بالنباتات أو من خلال الجمع بين هاتين الطريقتين. (م.27-3(ب)).
ما هي شروط حماية صنف نباتی جدید؟,"بموجب وثيقة 1991 للاتفاقية الدولية لحماية الأصناف النباتية الجديدة، يجب أن يكون الصنف: 1 - جديدة، مما يسمح بالتأكد من أن الصنف لم يتم استغلاله تجاريا. 2 - مميزة، أي يمكن تمييزه بوضوح عن أي صنف آخر يكون وجوده معروفا علانية في تاريخ إيداع الطلب. 3 - متجانسنا، أي متماثلا بما فيه الكفاية في خصائصه الأساسية، مع مراعاة الاختلاف المتوقع باعتبار ظروف كيفية تكاثره. (إستيلاد أو تكاثر). 4 - ثابتا، أي لا تتغير صفاته الأساسية إثر تكاثره المتتابع، أو في نهاية كل دورة خاصة للتكاثر. 5 - ومعينا بتسمية تسمح بتعريف الصنف."
ما هي حقوق مستولد النباتات؟,بموجب وثيقة 1991 للاتفاقية الدولية لحماية الأصناف النباتية الجديدة التي تحدد نطاق حق مستولد النباتات فإنه يتعين على مستولد النباتات الحصول على تصريح مسبق لمباشرة الأعمال فيما يتعلق بما
هل يمكن لمستولد النباتات أن يمارس حقه على المواد المحصودة؟,"في حال لم تتح الفرصة لمستولد النباتات لكي يمارس حقه في ما يتعلق بمواد التوالد أو التكاثر المذكورة، وتم استولاد الأصناف من دون تصريحه، فإنه بإمكان مستولد النباتات أن يمارس حقه على المواد المحصودة."
كيف يمكن لمستولد النباتات أن يعوض استثماره؟,يعوض مستولد النباتات استثماره من خلال الإتاوات التي يفرضها على الأشخاص الذين يصرح لهم بمباشرة الأعمال المذكورة سابقا ومن خلال الإتاوات التي يتضمنها سعر البذور التي يبيعها للمزارعين.
إلى أي حد يمكن استخدام صنف محمي دون الحصول على تصريح؟,"الحالات المستثناة من التصريح هي: • الأعمال المباشرة لأغراض شخصية غير تجارية. • الأعمال المباشرة على سبيل التجربة. • الأعمال المباشرة من أجل استولاد أصناف جديدة، إلا عندما يتعلق الأمر بالأصناف المشتقة وبعض الأصناف الأخرى التي لا يمكن استغلالها قبل الحصول على تصريح مستولد النباتات الأول."
ما هي مدة حق مستولد النباتات؟,إن الحد الأدنى للحماية بحسب وثيقة 1991 للاتفاقية هو: . 25 عاما للأشجار والكروم. . 20 عاما للنباتات الأخرى.
ما هو نطاق حماية الأصناف النباتية الجديدة؟,"كما هو الحال بالنسبة لنظم الحماية الأخرى، فإن كل بلد يمنح الحماية على حدة لمستولد النباتات الذي يرغب في حماية صنفه الجديد في هذا البلد. وتجيز اتفاقية الأوبوف إقامة نظم فوق وطنية للحماية تسمح بتخفيض النفقات والجهود المبذولة لحماية الصنف في عدة بلدان. ومن الأمثلة المكتب الأوروبي لحماية الأصناف النباتية الجديدة."
هل يمكن حماية صنف نباتي جديد يكتشف في منطقة برية؟,لا يمكن حماية صنف نباتي جديد يكتشف في منطقة برية ولا حماية قوانين الطبيعة.
ما ھي العلامة التجارية؟,العلامة التجارية هي إشارة تستعمل لتمييز سلع وخدمات مشروع ما عن غيرها من السلع والخدمات.
ما ھي الخصائص التي يجب أن تتوفر في العلامة التجارية ؟,يوجد خاصيتان أساسيتان يجب أن تتوافرا في العلامة التجارية هما: أن تكون مميزة وألا تكون خادعة.
ما هي مدة حماية العلامة التجارية؟,"تختلف مدة الحماية (هي عادة عشر سنوات)، ولكن يمكن تجديد الحماية إلى ما لا نهاية من خلال دفع الرسوم."
كيف تسجل العلامة التجارية ؟,يمكنكم تقديم طلب تسجيل العلامة التجارية الخاصة بكم عبر الرابط التالي: https://t.co/nOy7lvjaxW
ما هي شروط تسجيل العلامة التجارية؟,يمكنكم الاطلاع على النظام و اللائحة التنفيذية لنظام العلامات التجارية على الرابط التالي : https://t.co/6z0nBgA7hv
ﻤﺎ ﻫﻲ ﻓﺌﺎت العلامات التجارية؟,يمكنكم التواصل معنا عبر البريد الإلكتروني التالي: saip@saip.gov.sa وسيتم إرسال ملف تصنيف الفئات لكم.
ما هو الغرض من حماية العلامات التجارية؟,"يرتكز مفھوم حماية العلامات التجارية، سواءً كانت مسجلة أم لا على الأساسين التاليين:الأول وھو أن العلامة التجارية توفر لرجال الأعمال وسيلة فعالة لمنع أعمال المنافسة التي تتم من خلال خلق الالتباس في ذھن المستھلكين إذ تجعلھم يعتقدون أنھم يشترون سلعاً وخدمات معروفة في حين انهم يشترون سلعاً وخدمات مقلدة وأقل جودة. وتقود أعمال التقليد هذه إلى زعزعة ثقة المستهلك بمنتجات صاحب العلامة وتلحقق ضرراً كبيراً بسمعته في السوق."
ما هو الفرق بين العلامة التجارية والتصميم الصناعي؟,"الفرق الأساسي بين التصميم الصناعي والعلامة التجارية هو أن التصميم الصناعي يجب أن يتحقق فيه أولاً الجانب الزخرفي دون جانب التمييز بالضرورة الذي هو شرط أساسي لحماية العلامات التجارية. أما العلامة التجارية، وبالرغم من أنها تتكون من مختلف أنواع الرموز الظاهرة، الزخرفية منها أو غير الزخرفية، فيجب أن تكون دائمًا مميزة، أي بعبارة أخرى يجب أن تكون دائمًا قادرة على تمييز سلع شركة أو خدماتها عن سلع غيرها من الشركات وخدماتها. ومن هنا فإن وظائف ومسوغات حماية التصاميم الصناعية تختلف عن وظائف ومسوغات حماية العلامات التجارية."
ﻤﺎ ﻫو اﺴم الحقل وﻤﺎ ﻋﻼﻗﺘﻪ ﺒﺎلعلامة التجارية؟,هو عنوان موقع الكتروني معد لتيسير تحديدة وحفظه على الأنترنت.فمثلاً wipo.int يستعمل لتحديد موقع الويبو على الشبكة www.wipo.int وتتألف أسماء الحقول في بعض الأحيان من علامات تجارية.ويحصل أن يبادر أحياناً أشخاص غير صاحب العلامة إلى تسجيل هذة العلامة كأسم حقل بسوء نية .وﻴطﻠق ﻋﻠﻰ ﻫذا التصرف اﺴم السطو الألكتروني.
ما اذا كانت تحظى العلامات التجارية غير المسجلة بالحماية؟,"من الممكن اللجوء إلى الحماية التي تمنحها قوانين المنافسة غير المشروعة، لكن في هذه الحالة يجب أن تكون العلامة ذات سمعة معروفة."
